year,source,confidence,Title
1947.0,https://en.wikipedia.org/wiki/Do_You_Know_What_It_Means_to_Miss_New_Orleans%3F,medium,Do You Know What It Means?
,https://en.wikipedia.org/wiki/Our_Lady_of_Sorrows,low,Dolores
1965.0,https://en.wikipedia.org/wiki/Maiden_Voyage_(Herbie_Hancock_album),medium,Dolphin Dance
,https://en.wikipedia.org/wiki/Dolphin,low,"Dolphin, The"
,https://en.wikipedia.org/wiki/Domingo_(name),low,Domingo
2026.0,https://en.wikipedia.org/wiki/Don%27t_Be_Dumb,medium,Don't Be That Way
2003.0,https://en.wikipedia.org/wiki/Don%27t_Blame_Me_(TV_series),medium,Don't Blame Me
1956.0,https://en.wikipedia.org/wiki/Don%27t_Explain_(song),medium,Don't Explain
1934.0,https://en.wikipedia.org/wiki/Don%27t_Fence_Me_In_(song),high,Don't Fence Me In
1940.0,https://en.wikipedia.org/wiki/Don%27t_Get_Around_Much_Anymore,high,Don't Get Around Much Anymore
1960.0,https://en.wikipedia.org/wiki/Don%27t_Go_to_Strangers,medium,Don't Go To Strangers
1999.0,https://en.wikipedia.org/wiki/Don%27t_Know_Why,medium,Don't Know Why
,"https://en.wikipedia.org/wiki/Anytime,_Anyplace,_Anywhere",low,Don't Misunderstand
1941.0,https://en.wikipedia.org/wiki/Don%27t_Take_Your_Love_from_Me,high,Don't Take Your Love From Me
2017.0,https://en.wikipedia.org/wiki/Don%27t_Worry_Bout_Me_Tour,medium,Don't Worry 'Bout Me
1947.0,https://en.wikipedia.org/wiki/Donna_Lee,medium,Donna Lee
1918.0,https://en.wikipedia.org/wiki/Down_by_the_Riverside,medium,Down By The Riverside
2012.0,https://en.wikipedia.org/wiki/Double_Down:_Game_Change_2012,medium,Down For Double
1936.0,https://en.wikipedia.org/wiki/Down_in_the_Depths_(On_the_Ninetieth_Floor),medium,Down In The Depths
,https://en.wikipedia.org/wiki/Doxycycline,low,Doxy
,https://en.wikipedia.org/wiki/Dream,low,Dream
1930.0,https://en.wikipedia.org/wiki/Dream_a_Little_Dream_of_Me,high,Dream A Little Dream Of Me
